user,date,deleted,id,url,text,Twitter Account
HostingerCOM,2020-10-14,TRUE,1316289699649146883,https://web.archive.org/web/20201014080824/https://twitter.com/HostingerCOM/status/1316289699649146883,Hello  @websol ! Sorry you're having trouble finding how to contact us. You can reach us at support@hostinger.com or simply drop us a message here on Twitter. Our team is here to help you. ☀️ https://twitter.com/messages/compose?recipient_id=409424873,HostingerCOM
HostingerCOM,2020-10-13,TRUE,1315946985002856453,https://web.archive.org/web/20201013093209/https://twitter.com/HostingerCOM/status/1315946985002856453,"Hey  @mogulshri ! Check our awesome deals at  http://hostinger.com . 💜 Currently, we're offering discounted WEB Hosting plans with a free Domain name and SSL certificate. To save even more, use our code STARTNOW. 🚀",HostingerCOM
HostingerCOM,2020-09-21,TRUE,1308053308679098373,https://web.archive.org/web/20200921144038/https://twitter.com/HostingerCOM/status/1308053308679098373,"Hello,  @ba5ithk . Sorry for the inconvenience. We can see you have contacted our Customer Success team and they have found a solution for you! You should be able to see your website now, If you still have any issues - let our team know, our agents will help you out 💜",HostingerCOM
HostingerCOM,2020-09-18,TRUE,1306858252974645249,https://web.archive.org/web/20200918073124/https://twitter.com/HostingerCOM/status/1306858252974645249,"Hey  @Gunna ! Sorry for the inconvenience. We are glad to see that you got in touch with our team and it’s all working now. We are glad to see that it's all working now. If you have any further questions, please let us know 💜",HostingerCOM
HostingerCOM,2020-05-22,TRUE,1263847139513376769,https://web.archive.org/web/20200522151119/https://twitter.com/HostingerCOM/status/1263847139513376769,"Oh no, not again... 😱  #FridayMood  pic.twitter.com/jRXPe6PF8R",HostingerCOM
HostingerCOM,2020-02-18,TRUE,1229704087693938689,https://web.archive.org/web/20200218100100/https://twitter.com/HostingerCOM/status/1229704087693938689,"Hello! In this case, we recommend contacting our Customer Success team via Live Chat in Customer Dashboard or by email at support@hostinger.com, so our team can help you out to set up the domain ASAP. Let us know how that goes 💜",HostingerCOM
HostingerCOM,2020-01-22,TRUE,1219912147922190336,https://web.archive.org/web/20200122092010/https://twitter.com/HostingerCOM/status/1219912147922190336,"Hello! Thank you for your patience while waiting for a reply from our team 😌 Do not worry, a reply will be sent to you as soon as possible with a solution 👏",HostingerCOM
HostingerCOM,2019-12-19,TRUE,1207588536842702848,https://web.archive.org/web/20191219092218/https://twitter.com/HostingerCOM/status/1207588536842702848,"Hello  @bishnupratapsin ! We're sorry you had to wait a while longer, but a member of our team has send you a reply.  Please check you inbox and let us know if you have further questions💜",HostingerCOM
HostingerCOM,2018-06-06,TRUE,1004282241378406400,https://web.archive.org/web/20180606084159/https://twitter.com/HostingerCOM/status/1004282241378406400,Hey! Please be aware that reply via email can take a bit longer. I'd suggest you come to live chat and we'll reply immediately :),HostingerCOM
HostingerCOM,2018-02-13,TRUE,963507046611062784,https://web.archive.org/web/20180213201555/https://twitter.com/HostingerCOM/status/963507046611062784,"Do you feel like your #WordPress theme is missing something? 🤔  In this step-by-step tutorial, we'll teach you to create and customize a child WordPress theme.  https://t.co/O3BU0pNbff",HostingerCOM
